id,state,location,Mobile Orders,Catering,Pickup,Delivery,WiFi,Playground,Breakfast Served,Drive-thru,cost of chicken sandwich
1558,nj,West Pond,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1559,nj,Woodbridge Center,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5.59
1560,nm,Central & Eubank,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
1561,nm,Cerrillos Road,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
1562,nm,Coors,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5.09
1563,nm,Cottonwood,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.99
1564,nm,E. University Ave,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.99
1565,nm,Gibson Boulevard,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
1566,nm,Lohman Avenue,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
1567,nm,Main Street & English Road,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
1568,nm,Montgomery and San Mateo,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
1569,nm,New Mexico State University Student Center,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1570,nm,Paseo Del Norte,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
1571,nm,Rio Bravo & Coors,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,5.09
1572,nm,University of New Mexico,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1573,nm,Unser & Southern,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
1574,nm,Wyoming Boulevard,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
1575,ny,1536 3rd Avenue In-Line,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,6.75
1576,ny,216 West 125th Street In-Line,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,6.75
1577,ny,219 West 34th Street In-Line,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,6.75
1578,ny,22nd & 6th In-Line,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,6.75
1579,ny,31st & Park (NY) In-Line,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,6.75
1580,ny,37th & 6th In-Line,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,6.75
1581,ny,42nd & Madison In-Line,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,6.75
1582,ny,43rd & 8th In-Line,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,6.75
1583,ny,46th & 6th In-Line,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,6.75
1584,ny,601 West 181st Street In-Line,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,6.75
1585,ny,711 Lexington Avenue In-Line,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,6.75
1586,ny,76 West 225th Street In-Line,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6.29
1587,ny,918 8th Avenue In-Line,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,6.75
1588,ny,Albany International Airport,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1589,ny,Cheektowaga,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
1590,ny,Cicero,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
1591,ny,Clay (NY),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.75
1592,ny,Clifton Park Center (NY),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.75
1593,ny,Commack,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.79
1594,ny,Farmingdale,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.79
1595,ny,Five Towns,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.79
1596,ny,Flatbush and Atlantic In-Line,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,6.75
1597,ny,Fulton Street In-Line,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,6.75
1598,ny,Greece,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
1599,ny,Hamburg (NY),TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,5.75
1600,ny,Henrietta,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.75
1601,ny,Hicksville NY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.79
1602,ny,Huntington (NY),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.79
1603,ny,Irondequoit (NY),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.75
1604,ny,Jackson Heights 82nd Street In-Line,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,6.75
1605,ny,Levittown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.79
1606,ny,North Greenbush (NY),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1607,ny,NY State Thruway - Ardsley Travel Plaza,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1608,ny,NY State Thruway - Chittenango Travel Plaza,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1609,ny,NY State Thruway - Clifton Springs Travel Plaza,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1610,ny,NY State Thruway - Iroquois Travel Plaza,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1611,ny,NY State Thruway - Plattekill Travel Plaza,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1612,ny,Plattsburgh,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.39
1613,ny,Port Jefferson,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.79
1614,ny,Queens Center Mall,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,6.49
1615,ny,Roosevelt Field Mall,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,6.29
1616,ny,Smithtown,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.79
1617,ny,Staten Island Mall,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,6.49
1618,ny,Transit & Losson,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.75
1619,ny,Watertown (NY),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.75
1620,ny,Westbury,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.79
1621,nc,95 & 264 [NC],TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.75
1622,nc,Afton Ridge,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1623,nc,Airport Road,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
1624,nc,Albemarle,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1625,nc,Albemarle Road,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1626,nc,Apex,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.85
1627,nc,Appalachian State University,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
1628,nc,Arboretum,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.85
1629,nc,Asheboro,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,4.75
1630,nc,Asheboro Mall,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,5.09
1631,nc,Bank of America Plaza,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,5.09
1632,nc,Battleground Plaza,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4.85
1633,nc,Belmont,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.75
1634,nc,Bermuda Run,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
1635,nc,Blakeney,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1636,nc,Boone,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.75
1637,nc,Brier Creek Parkway at Lumley Road,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
1638,nc,Cameron Village,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1639,nc,Campbell University,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1640,nc,Cape Fear Valley Medical Center OCV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1641,nc,Capital Crossing,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
1642,nc,Carolina Mall,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,5.09
1643,nc,Carolina Pavilion,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.79
1644,nc,Carolina Place,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5.09
1645,nc,Carolinas Medical Center,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,5.09
1646,nc,Carraway Village,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1647,nc,Charlotte-Douglas International Airport,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1648,nc,Clemmons,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1649,nc,Cleveland Mall,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,5.09
1650,nc,Cobb Corners,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.75
1651,nc,Concord Commons,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1652,nc,Concord Mills,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4.75
1653,nc,Concord Parkway,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1654,nc,Cornelius,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1655,nc,Cotswold,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.85
1656,nc,Cox Rd,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.75
1657,nc,Crabtree Valley Mall,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5.09
1658,nc,Cross Creek Mall (NC),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5.09
1659,nc,Crossroads Plaza Cary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
1660,nc,Davis Lake,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
1661,nc,Denver (NC),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1662,nc,Duke University Medical Center,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
1663,nc,East Carolina University - Croatan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1664,nc,East Woodlawn Road,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1665,nc,Eastchester,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1666,nc,Elizabeth City,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
1667,nc,Elkin,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1668,nc,Elon University Commons,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4.75
1669,nc,Falls Village,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1670,nc,Fayetteville State University,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1671,nc,Forest City [NC],TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.79
1672,nc,Four Seasons Town Centre,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5.09
1673,nc,Franklin (NC),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1674,nc,Friendly,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
1675,nc,Fuquay Varina,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.85
1676,nc,Gardner-Webb University,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
1677,nc,Garner Towne Square,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.79
1678,nc,Gate City,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
1679,nc,Gateway Village,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1680,nc,Goldsboro,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.75
1681,nc,Grandover Village,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
1682,nc,Greenville Mall,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5.09
1683,nc,Guilford College,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
1684,nc,Hanes Mall,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,5.09
1685,nc,Hanes Mall Boulevard,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
1686,nc,Harris Square (NC),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1687,nc,Harrison Square,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.79
1688,nc,Henderson,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1689,nc,Hendersonville,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1690,nc,Hendersonville South,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1691,nc,Heritage Village,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1692,nc,High Point,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1693,nc,High Point University,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1694,nc,Hillsborough Road,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.79
1695,nc,Holly Springs,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1696,nc,Hope Mills,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1697,nc,Huffman Mill,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1698,nc,Independence Mall,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5.09
1699,nc,Indian Trail,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1700,nc,Jacksonville Mall,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,5.09
1701,nc,Jacksonville Mall Drive-Thru Only,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,4.75
1702,nc,Kernersville,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
1703,nc,King [NC],TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4.79
1704,nc,Kinston,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1705,nc,Knightdale,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1706,nc,Lake Boone Trail,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
1707,nc,Lake Norman,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1708,nc,Laurinburg [NC],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
1709,nc,Leland Town Center,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1710,nc,Lenoir Rhyne University,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1711,nc,Lexington Parkway Plaza,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.75
1712,nc,Lincolnton [NC],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1713,nc,Lumberton,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
1714,nc,Market Street,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
1715,nc,Matthews,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.79
1716,nc,Mayfaire,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.85
1717,nc,Mebane,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1718,nc,Merrimon Avenue,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
1719,nc,Methodist University,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1720,nc,Midtown Corner,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.79
1721,nc,Mint Hill,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1722,nc,Monkey Junction,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1723,nc,Monroe (NC),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1724,nc,Monroe Crossing Mall,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.09
1725,nc,Mooresville,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1726,nc,Morehead City,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4.75
1727,nc,Morganton,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.75
1728,nc,Mount Airy,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1729,nc,Mountain Island,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
1730,nc,NC A&T (NC Agricultural & Technical State Univ.),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1731,nc,New Bern,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1732,nc,North Carolina Central University,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1733,nc,North Carolina State University,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1734,nc,North Hills In-Line (NC),TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,5.09
1735,nc,Northlake Mall (NC),TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.09
1736,nc,Northlake Parkway,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1737,nc,Oleander,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
1738,nc,Parkside Town Commons,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.89
1739,nc,Peace Haven,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
1740,nc,Peters Creek,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
1741,nc,PNC Arena OCV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1742,nc,Porters Neck Rd,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.85
1743,nc,Prosperity Church Rd,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
1744,nc,Raeford Road,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1745,nc,Ramsey Street,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1746,nc,Rand Village,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
1747,nc,Renaissance Village,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1748,nc,Research Triangle,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.79
1749,nc,Rivergate Parkway,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1750,nc,Roanoke Rapids,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1751,nc,Rocky River Road,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4.75
1752,nc,Roxboro Road,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.85
1753,nc,Sanford,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.75
1754,nc,Shallotte [NC],TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
1755,nc,Shelby,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4.75
1756,nc,Six Forks and Strickland Road,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.85
1757,nc,Skibo Square,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1758,nc,Smith Crossroads,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1759,nc,Smithfield,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1760,nc,South Asheville,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.89
1761,nc,South End,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.79
1762,nc,South Hickory,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1763,nc,South Point Township,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.75
1764,nc,South Square,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1765,nc,Southern Pines,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,4.75
1766,nc,Southpark (NC),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5.09
1767,nc,Spectrum Center,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,9.5
1768,nc,Stanleyville,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.79
1769,nc,Statesville,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1770,nc,Stone Creek Village,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1771,nc,Stonecrest at Piper Glen,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1772,nc,Talbert Road,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.75
1773,nc,The Streets at Southpoint,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.09
1774,nc,The Village at North Elm,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4.85
1775,nc,Thruway Shopping Center,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.79
1776,nc,Towne Creek Commons,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1777,nc,Townridge Square,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4.79
1778,nc,Triangle Town Center,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5.09
1779,nc,Tunnel Road,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.89
1780,nc,Union Cross,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4.85
1781,nc,University Commons,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4.75
1782,nc,University of NC - Pembroke,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
1783,nc,University of NC-Chapel Hill (Lenoir Hall),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1784,nc,University of NC-Charlotte,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1785,nc,University of NC-Greensboro (Elliott Center),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
1786,nc,University of NC-Wilmington,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1787,nc,University of North Carolina Hospital-Beach,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1788,nc,University Place,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1789,nc,Valley Hills Mall,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5.09
1790,nc,Viewmont,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1791,nc,Village District,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
1792,nc,Wake Forest,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1793,nc,Wake Forest Baptist Medical Center,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1794,nc,Wake Forest University,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1795,nc,Waverly,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
